Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Income per capita
0,0,1,0,-0.3408762181180675,1,0,1,0,2,2,0,2,2,0,1,1,1.1479131171958254,0.0659716745947575,1,0.34717968163089497,0.040944765753105905
1,0,0,0,-0.5851984004382496,1,2,1,0,2,0,0,0,0,0,1,2,0.5280628361338618,-0.366435662578399,1,-0.5175905717316979,-1.384929619318896
0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,0,3,0.21065960910213194,-0.9760308957895835,1,1.203496657834518,-1.384929619318896
0,1,1,0,1.3286586944031769,1,2,1,0,2,2,0,2,2,1,1,2,1.3789029002189168,2.0740202250723154,1,1.32268786577599,-0.03334805644646703
0,0,1,0,0.8400143297628127,1,0,2,1,1,1,1,1,1,1,0,0,-1.461108173064988,-0.5563161013125607,1,-0.19805669512264595,-0.5976844280340401
1,1,0,0,-1.2774445836787656,1,2,1,0,0,0,0,2,2,0,1,2,0.9717626351782166,-0.9659210096072717,1,-0.18960341796367633,-0.11058946536368838
0,1,0,0,-0.7073594915983407,1,2,1,0,2,0,0,0,2,0,0,2,0.8338334841644282,-0.3783335417318183,1,-1.4643576135362961,-0.651799666616764
0,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,0,0,1,3,-0.6235624849812617,-0.9219496269104047,1,0.7148972380460737,-0.6945830817355843
0,0,0,0,-0.9516816739185228,1,0,0,0,2,0,2,2,0,0,0,3,0.04946530008601819,-0.7334598493759933,1,0.9422903936223567,0.35152923334540614
0,0,0,0,-0.4223169455581282,1,2,1,0,0,0,2,2,0,0,1,2,0.8388188751649267,-0.12719778824675013,1,0.28631608608631365,-0.321326692536796
1,0,0,0,0.22920887396235737,1,0,1,0,0,0,0,0,0,1,1,0,0.18905624809997262,0.13936768235935731,1,0.8763548317823936,0.48976591651986445
1,0,0,0,0.8400143297628127,1,0,2,1,1,1,1,1,1,2,0,0,-1.4960059100684764,-0.5428288950737125,1,1.5762861805450787,-0.5778537369722085
1,0,0,0,-1.2774445836787656,1,0,0,2,0,0,2,0,0,0,1,2,-0.35933676195484804,-0.9836022734326686,1,-1.377288858798909,-0.3801249806122557
0,1,0,0,-0.9924020376385531,1,2,1,0,2,2,0,2,2,0,1,2,1.3539759452164248,-0.641190582471925,1,0.9684955528151625,0.2674077887536718
0,0,0,0,-0.6666391278783103,1,0,1,0,0,0,0,2,0,0,1,2,0.5396954151350245,-0.42813245707525804,1,-1.7458517429299847,0.11807054381865477
0,0,1,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.16745288709781284,-0.9766048194593215,1,-1.9250612187001408,-1.384929619318896
1,1,0,0,-1.0331224013585834,1,2,1,0,0,0,0,0,0,0,0,3,0.29873485011093664,-0.7667474222208103,1,1.0462657026776832,-0.37428562260279513
1,1,0,0,-0.9516816739185228,1,2,0,2,0,0,0,0,0,0,0,2,-0.3393951979528547,-0.789307037238982,1,0.21615388566686575,-0.13377345112402203
0,1,0,0,0.18848851024232702,1,2,1,0,0,0,0,0,0,0,1,2,0.3818247001192428,0.24706666638446492,1,1.2330831278909118,-0.4589274060270557
0,0,0,0,-1.1145631287986442,1,2,1,0,0,0,0,2,2,0,1,3,0.9684390411778845,-0.7924856914098399,1,0.8746641763505997,-0.18297437851066528
0,1,0,0,-1.1960038562387048,1,0,1,0,0,0,0,0,0,0,1,2,0.1873944510998066,-0.9170492017303322,1,-1.6139806192500585,-0.45331930972094003
0,0,1,0,-0.055833672077855064,1,2,1,0,2,0,0,0,2,0,1,2,0.8770402061687477,0.31501039928655145,1,0.6920733897168557,-1.384929619318896
0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,1,2,0.20567421810163386,-0.9465179747726602,1,0.8366244291352364,-0.1746489571902462
0,0,1,0,0.18848851024232702,1,2,1,0,0,2,0,2,2,0,1,2,1.15456030519649,0.6534266985464251,1,-0.14141973815754946,-0.48604284074425386
0,0,0,0,0.22920887396235737,1,0,1,2,2,2,0,0,0,0,1,1,0.6360796411446599,0.4201488007851346,1,-1.896320076359644,-0.5778537369722085
0,1,1,0,0.6364125111626608,1,2,1,2,2,2,2,2,2,0,0,2,1.7511454282561285,1.3937440845341387,1,1.2804214799811418,-0.16389528798470493
1,0,0,0,-0.9109613101984924,1,0,1,2,2,2,0,2,2,0,1,2,1.3174164112127704,-0.5299818344664953,1,0.5365330899918146,-0.37821707155965967
1,1,0,0,-0.9924020376385531,0,1,0,0,0,2,0,0,0,0,1,2,-1.1752790890364146,-0.9094557500999494,1,1.3277598320713717,-0.045604926723750654
1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,0,3,-0.6684310039857471,-0.974353272754964,1,0.2153085579509688,-0.2843826354274364
0,0,0,0,-1.1960038562387048,0,1,0,0,0,0,0,0,0,0,0,2,-1.3132082400502028,-0.9814169486902037,1,-1.9546476887565345,-0.5795881997472959
0,0,0,0,-1.1552834925186746,1,2,1,0,2,2,0,0,0,0,0,0,0.641065032145158,-0.8601645364643551,1,0.9735675191105443,0.5956259612260263
1,1,1,0,0.18848851024232702,1,2,1,0,0,0,0,2,0,0,1,2,0.6959043331506402,0.3925783906504023,1,0.2634922377570957,-0.5725925332211105
0,0,0,0,-1.2774445836787656,1,0,1,0,2,0,0,0,0,0,1,2,0.3303089931140931,-0.9744415687041545,1,0.2465856834391564,0.1728217520855774
0,0,0,0,-1.1145631287986442,1,2,1,0,2,0,0,2,0,0,1,2,0.8654076271675846,-0.8063260814454501,1,0.5830261143661476,-0.511481628112201
0,1,0,0,-0.1779947632379461,1,2,1,0,2,2,0,2,2,0,1,2,1.3755793062185846,0.3843447933883885,1,0.5323064514123298,-0.09307139133530659
0,0,0,0,-0.0965540357978854,1,0,0,2,2,2,2,2,2,1,0,0,0.684271754149477,0.10970024343135074,1,-1.7644489526797178,-0.05352564006331602
1,1,0,0,0.14776814652229667,1,2,1,2,0,0,0,2,0,0,1,2,0.8670694241677506,0.39944340069996326,1,1.0919133993361192,-0.07566894815859729
0,0,0,0,-1.2774445836787656,0,1,0,0,0,0,0,2,0,0,1,2,-0.9642308700153169,-0.9916372048090036,1,-0.8869987835786706,-0.3295942984313789
0,1,1,1,-1.1552834925186746,1,0,0,0,0,0,0,0,0,0,0,2,-0.6235624849812617,-0.9272473838618345,1,0.3353450936083375,-0.370701066200948
1,0,1,0,-0.62591876415828,1,0,1,2,0,2,0,2,0,0,1,2,0.8188773111629334,-0.3277841108202594,1,-1.5691782503075193,2.2824488254242676
1,0,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,0,1,3,-1.4943441130683104,-0.9817480584996681,1,-0.06534024372682282,-0.5782584449530623
1,0,1,1,-1.1552834925186746,1,2,0,0,0,0,0,0,0,0,1,2,-0.4607063789649817,-0.9078222750399253,1,1.0910680716202221,-1.384929619318896
1,0,0,0,-1.1552834925186746,1,0,1,0,0,0,0,2,0,0,1,2,0.5396954151350245,-0.856941734318902,1,-0.6841201317633995,-0.26836776247079697
1,0,0,0,-0.2594354906780068,1,2,1,0,0,2,0,2,2,0,1,2,1.116338974192669,0.10303389926746832,1,0.50441063678773,0.6315871560961698
1,0,0,0,-1.1145631287986442,0,1,0,0,2,0,0,2,2,0,1,3,-0.4573827849646494,-0.8723493774526435,1,0.1941753650535447,0.3984753591244359
0,0,1,0,-1.1552834925186746,1,2,1,0,2,0,0,2,0,0,1,2,0.893658176170409,-0.8461034065557685,1,-1.9106906475298924,-0.270275671523393
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,2,2,0,1,2,0.8670694241677506,-0.967311670807022,1,0.5796448035025598,-0.08596009395744864
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,0,3,0.15415851109648415,-0.9767814113577026,1,-1.3130439523907398,0.6802099292244506
0,1,0,0,-0.9924020376385531,1,0,1,0,0,2,0,2,2,0,1,1,0.9867188081797118,-0.6794227284714097,1,-0.6122672759121577,0.17160762814301628
0,0,1,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,1,1,-1.4827115340671475,-0.9985242888458623,1,-0.1042253186580831,0.17160762814301628
1,1,0,0,0.7178532386027215,1,2,1,0,0,0,0,2,2,0,1,2,1.0282637331838649,1.1190553866025057,1,-0.09577204149911347,0.17160762814301628
0,0,0,0,-0.2594354906780068,1,2,1,0,0,0,0,0,0,0,1,0,0.3386179781149237,-0.19732684589130153,1,-1.239500441107704,0.17160762814301628
0,0,0,0,-1.0738427650786138,0,1,0,0,0,2,0,2,2,0,1,2,-0.5587524019747828,-0.8727246352367032,1,-1.8261578759401962,0.17160762814301628
0,0,0,0,-1.1960038562387048,1,2,0,0,0,0,2,2,0,0,1,2,-0.03860994092278629,-0.9387037832693013,1,-1.0526830158944753,0.17160762814301628
1,0,0,0,-1.1960038562387048,0,1,0,0,2,0,2,0,0,0,1,3,-0.9276713360116622,-0.9594312573417703,1,1.2043419855504152,0.17160762814301628
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,2,-0.6867107709875744,-0.9879508489303005,1,1.3142345886170204,0.17160762814301628
1,0,0,0,-0.748079855318371,0,1,0,0,0,2,0,2,2,0,1,2,-0.46569176996548,-0.6927554167991746,1,0.4080432771754763,0.17160762814301628
0,1,1,0,1.1657772395230555,1,2,1,0,2,2,0,2,2,1,1,1,1.3174164112127704,1.82025766709883,1,0.009893922988006858,0.17160762814301628
0,1,1,0,0.3106496014024181,0,1,0,0,2,0,0,2,0,0,1,2,-0.8462432830035223,-0.28454116970421395,1,-1.7788195238499662,0.17160762814301628
0,0,0,0,1.0436161483629645,1,0,1,2,2,2,0,2,2,1,1,2,1.3855500882195813,1.7058481909352448,1,1.2694322196744812,0.17160762814301628
0,0,0,0,-0.5851984004382496,1,0,1,2,0,0,0,2,2,0,1,2,1.0398963121850275,-0.23893631194732276,1,0.9980820228715562,0.17160762814301628
0,0,0,0,-1.0331224013585834,1,2,1,0,0,0,0,0,0,0,1,0,0.3436033691154218,-0.7633038802023809,1,0.9414450659064597,0.17160762814301628
1,1,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,1,2,-0.6667692069855808,-0.9660534535310574,1,0.18403143246278117,0.17160762814301628
1,0,0,0,-0.5444780367182193,1,0,0,0,0,2,2,0,0,0,1,1,-0.3244390249513595,-0.5454115515875344,1,0.11725054290692112,0.17160762814301628
1,0,1,0,-0.8702409464784621,1,2,1,0,0,0,0,0,0,0,1,2,0.31867641411292996,-0.6391377016532459,1,0.5703461986276931,0.17160762814301628
0,0,1,0,0.26992923768238775,1,0,1,2,0,2,2,2,2,1,1,1,1.327387193213767,0.8180324218248074,1,-1.715419945157694,0.17160762814301628
0,0,0,0,-0.7073594915983407,1,2,0,2,0,0,0,0,0,0,1,3,-0.3011738669490337,-0.6101766303187632,1,0.10034398858898187,0.17160762814301628
0,0,0,0,-1.1145631287986442,1,0,2,1,1,1,1,1,1,0,0,1,-1.4926823160681442,-0.9597182191766392,1,-0.5082919668568313,0.17160762814301628
0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.18407085709947407,-0.9763840795863453,1,1.320997210344196,-0.6651550299849364
1,1,1,0,-0.9109613101984924,1,2,1,0,0,0,0,0,2,0,0,2,0.6909189421501416,-0.63138973211178,1,-0.899678699317125,-0.1234823053251707
1,0,0,0,-1.0738427650786138,1,0,1,0,0,2,0,2,2,0,0,3,0.9883806051798778,-0.7533705859184501,1,-0.787250113102829,0.9957665234386678
0,1,1,0,-0.6666391278783103,1,2,1,0,0,0,0,0,2,0,1,1,0.684271754149477,-0.4003192330802518,1,1.1570036334601852,-0.7668523640308886
0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,2,0,0,1,3,0.4948268961305394,-0.9400061485198612,1,0.5762634926389718,-0.4166643297407616
0,1,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,2,0,1,2,0.4931650991303729,-0.9213094812787734,1,-0.06618557144271979,4.038997093181019
1,1,0,0,-0.5444780367182193,1,2,1,2,0,0,0,2,0,0,1,2,0.85876043916692,-0.2745637274456879,1,-1.7137292897259,-1.384929619318896
0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,1,0,-1.481049737066981,-0.9985022148585647,1,-1.1321438211887898,2.143923065120628
1,0,1,0,1.369379058123207,1,2,1,2,0,2,0,2,2,2,1,1,1.3722557122182522,2.074704518678542,1,1.0158339049053924,-1.384929619318896
0,0,0,0,0.14776814652229667,1,2,1,0,2,0,0,2,2,0,1,2,1.1429277261953275,0.588794063738982,1,-0.17945948537291279,1.9021389542734577
0,0,1,0,0.26992923768238775,0,1,0,2,0,2,0,2,2,0,0,2,-0.29452667894836937,-0.043073822655505065,1,1.0411937363823014,1.9021389542734577
1,0,0,0,-0.46303730927815856,1,2,1,0,2,0,0,0,0,0,1,2,0.5845639341395097,-0.1894243584387522,1,-1.266550928016407,0.666276411597916
1,0,0,0,-1.2367242199587352,0,1,0,0,2,2,2,0,0,0,1,1,-0.8096837489998675,-0.9733599433265709,1,-0.6596056280023876,0.666276411597916
0,0,0,0,-1.1552834925186746,1,2,1,0,0,0,0,0,0,0,0,2,0.35191235411625243,-0.8581558036202713,1,-1.8430644302581354,0.13183061516768074
1,0,0,0,0.10704778280226633,1,0,1,0,0,2,0,2,0,1,1,2,0.677624566148813,0.33052841235678115,1,1.2914107402878023,0.13183061516768074
0,0,1,0,0.025607055362205634,1,0,1,0,0,2,0,2,2,1,1,2,0.9651154471775519,0.3719833605017191,1,0.5745728372071779,0.47247910419482764
1,0,0,0,0.5142514200025698,1,0,2,1,1,1,1,1,1,1,1,2,-1.4744025490663168,-0.5966452761053197,1,0.8433870508624121,0.5844097686137951
1,1,1,0,-1.0331224013585834,1,2,1,2,2,0,0,0,2,0,1,1,0.9950277931805424,-0.7102600887261905,1,-0.6841201317633995,0.2676390504570168
1,0,0,0,-1.0738427650786138,0,1,0,0,2,0,0,0,0,0,1,1,-1.1387195550327598,-0.9152832827465223,1,0.22545249054173233,0.2676390504570168
1,1,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,0,0,1,2,0.40675165512173467,-0.9024582961266027,1,-1.0755068642236931,-1.384929619318896
0,0,0,1,-0.8702409464784621,1,0,2,1,1,1,1,1,1,0,0,1,-1.4843733310673135,-0.9096985639602233,1,0.08428276198693957,1.2294564746687642
0,0,0,0,-1.2774445836787656,1,0,1,0,0,2,0,0,0,0,0,2,0.3502505571160864,-0.9741766808565829,1,-1.8802588497576016,-1.384929619318896
0,1,1,0,0.3106496014024181,1,0,1,0,2,0,2,2,2,1,1,1,1.1445895231954935,0.7859589182813596,1,0.5897887360933233,0.09610068200088223
1,1,0,0,0.5956921474426305,1,0,1,2,0,0,0,0,2,0,0,3,0.6892571451499756,0.7771734713369053,1,-0.6384724351049635,0.09610068200088223
0,0,0,0,-1.0331224013585834,1,0,2,1,1,1,1,1,1,0,0,3,-1.4860351280674797,-0.9346421696065385,1,1.0099166108941138,0.09610068200088223
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,0,2,0.1873944510998066,-0.9763399316117501,1,-0.13719309957806464,0.09610068200088223
1,0,1,0,-1.0331224013585834,1,0,0,2,0,0,0,0,0,1,1,2,-0.4989277099688025,-0.8611578658927481,1,1.0572549629843437,0.06181613447998982
0,1,0,0,-0.7073594915983407,1,0,1,0,2,0,0,0,0,0,1,1,0.3502505571160864,-0.5008441712336316,1,0.1062612826002606,-1.384929619318896
0,0,1,0,-0.8702409464784621,1,2,1,0,0,0,0,2,2,0,1,2,0.9717626351782166,-0.531107607818674,1,-1.9275972018478316,1.231306568295524
1,0,0,0,1.4100994218432374,1,2,1,2,2,2,2,2,2,1,1,0,1.7810577742591183,2.4379540536482422,1,1.5678329033861091,-1.384929619318896
1,0,0,0,-0.9924020376385531,0,1,0,2,0,0,0,0,0,0,1,2,-1.140381352032926,-0.9074470172558657,1,0.12570382006589076,0.9202017618706975
0,0,1,0,0.47353105628253944,1,2,1,0,0,0,0,2,2,0,1,2,1.0415581091851935,0.9192416535844135,1,1.0192152157689802,0.9202017618706975
1,1,1,0,-0.3408762181180675,1,2,1,0,2,2,0,2,2,0,1,2,1.3124310202122718,0.06709744794693641,1,-1.941122445302183,0.9202017618706975
1,1,0,0,-0.7073594915983407,1,2,1,0,2,0,0,0,0,0,1,2,0.5131066631323666,-0.4700288849661485,1,0.4714428558677485,2.7467645103151392
0,0,1,0,-0.62591876415828,1,2,1,2,0,2,0,2,2,0,1,2,1.3107692232121058,-0.23770016865865584,1,-1.7204919114530757,-1.384929619318896
1,1,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.16246749609731476,-0.9766710414212145,1,1.2204032121524575,-1.384929619318896
1,0,0,0,-0.9516816739185228,1,0,1,0,0,0,0,0,2,0,1,2,0.53304822713436,-0.6926008988880913,1,-0.43136714471020765,-1.384929619318896
0,0,0,0,-1.0331224013585834,1,0,1,0,0,0,0,2,0,0,1,3,0.5164302571326987,-0.7748927235336335,1,-0.38149280947228686,-1.384929619318896
1,1,1,0,0.14776814652229667,1,2,1,0,0,0,0,0,2,0,1,2,0.642726829145324,0.32655509464320887,1,-1.194698072165165,0.5991527022020372
1,0,0,0,-1.1960038562387048,1,0,0,0,0,0,2,2,2,0,1,2,0.15249671409631763,-0.9229429563387977,1,-0.7441383995920838,-1.384929619318896
0,1,1,0,0.06632741908223598,1,2,1,0,2,0,0,0,0,0,1,3,0.4931650991303729,0.19265428769582177,1,-0.355287650279481,-1.384929619318896
0,1,0,0,-1.2774445836787656,0,1,0,0,0,0,0,2,0,0,1,2,-0.9409657120129912,-0.991328168986837,1,0.7630809178522006,0.4931770266442028
1,0,0,0,-0.4223169455581282,1,0,1,0,2,2,0,2,0,0,1,2,0.8188773111629334,-0.123798394202916,1,0.8772001594982906,-1.384929619318896
0,1,1,0,0.5956921474426305,1,2,1,2,0,0,0,0,0,0,0,2,0.5180920541328647,0.681615180325491,1,1.2804214799811418,-0.4158549137790542
0,1,1,0,-0.3408762181180675,0,1,0,0,0,2,0,0,2,0,1,1,-0.801374763999037,-0.5953870588293552,1,-0.4710975473573649,-0.5979156897373851
1,0,1,0,0.8400143297628127,0,1,0,0,2,2,2,2,2,1,1,2,-0.143303151933252,0.39836177532237976,1,1.0564096352684467,0.3570795142256855
0,0,1,0,-0.9924020376385531,1,2,1,0,0,0,0,0,2,0,1,2,0.6693155811479823,-0.6697101740604552,1,-1.4745015461270596,0.3570795142256855
0,0,1,0,-1.2367242199587352,1,0,1,0,2,0,0,0,0,0,1,0,0.2920876621102721,-0.9432289506653141,1,1.1823634649370942,-0.5690657922450996
0,0,1,0,-0.9924020376385531,1,0,2,1,1,1,1,1,1,0,0,0,-1.4827115340671475,-0.9384388954217298,1,0.32520116101757396,0.18860536333887187
0,0,1,0,0.6364125111626608,0,1,0,0,2,2,0,0,0,1,0,3,-0.9991286070188055,-0.29906585334605057,1,1.3480476972528987,-0.5690657922450996
0,1,1,0,0.43281069256250915,1,2,1,0,0,2,2,2,2,1,1,2,1.422109622223236,0.9942049144471443,1,0.019192527862873447,-0.4804925598639745
1,1,1,0,-0.6666391278783103,1,2,1,0,0,2,0,2,2,0,1,2,1.1296333501939984,-0.3065489350399451,1,-0.8523403472268951,-0.4754048023903851
0,0,1,0,-0.9924020376385531,1,0,1,0,2,2,0,2,2,0,0,2,1.2093996062019723,-0.6352968278634593,1,-1.3950407408327452,-0.01762226061900879
1,0,0,0,-0.5037576729981889,1,2,1,0,0,2,0,2,0,0,1,2,0.7956121531606076,-0.2297756072188088,1,-0.24116840863339106,-0.022016232982563295
0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,2,0,0,1,2,0.4981504901308714,-0.9347966875176218,1,0.6523429870696985,-0.5270917930879868
0,0,0,0,-0.21871512695797646,1,2,1,0,0,0,0,2,2,0,1,3,0.9900424021800438,0.19543561009532226,1,0.05385096421464892,0.1999371868027756
0,1,0,0,-1.1145631287986442,1,0,1,0,0,0,0,0,0,0,1,3,0.142525932095321,-0.8668088066409398,1,-0.8726282124084221,0.0019193533136415248
1,0,1,0,0.7992939660427822,1,2,1,0,0,2,2,0,2,2,1,0,1.0465435001856922,1.1956741965125588,1,0.2964600186770772,-0.3154295191014992
1,1,0,0,0.18848851024232702,1,2,1,0,0,2,0,2,2,0,1,2,1.2077378092018058,0.6455021371065781,1,0.02003785557877041,4.307723192467879
1,0,0,0,1.4915401492832983,1,2,1,0,2,0,2,2,2,1,1,0,1.327387193213767,2.180218177961185,1,1.6481390363963206,0.8348083779105658
1,0,0,1,0.3106496014024181,1,0,0,2,2,0,0,0,0,0,1,3,-0.3161300399505289,-0.06300663318525958,1,-1.3443210778789274,-0.22477493139026936
0,0,0,0,-1.0738427650786138,1,2,1,0,2,0,0,2,0,0,1,2,0.8421424691652587,-0.7772767141617769,1,1.0614816015638284,1.0957872101353692
1,0,0,0,-0.8702409464784621,1,2,0,0,0,2,0,0,0,0,0,2,-0.3659839499555126,-0.739000420187697,1,-0.8396604314884406,-0.2845560817049452
0,0,0,0,-1.0738427650786138,1,0,1,0,0,0,0,2,2,0,0,2,0.8155537171626008,-0.7524214044646523,1,1.183208792652991,-0.2845560817049452
0,0,1,0,-1.1960038562387048,1,2,1,0,0,0,0,2,2,0,1,2,1.0116457631822036,-0.878132762124621,1,-0.18960341796367633,0.01232612996416536
0,1,0,0,-1.1145631287986442,0,1,0,0,0,0,0,2,2,0,0,2,-0.6335332669822583,-0.9200071160282137,1,-0.7094799632403084,0.3301953412118323
1,0,1,0,-0.9924020376385531,1,0,1,2,0,0,0,0,0,0,1,2,0.3236618051134285,-0.7381616086703872,1,-0.606349981900879,0.05112028070028477
0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,2,0,0,1,2,0.4948268961305394,-0.9722562439616897,1,-1.9284425295637286,0.09581160487170101
0,1,1,0,-0.1779947632379461,1,2,1,0,0,0,2,2,2,0,1,1,1.2143849972024705,0.2341092358407595,1,0.5018746536400391,0.2994375346669507
0,0,1,0,-1.2774445836787656,1,0,1,0,0,0,0,2,0,0,1,3,0.5081212721318681,-0.9720796520633087,1,-1.2318924916646314,1.9583933636121225
1,0,1,0,-0.13727439951791576,1,2,1,0,0,2,0,0,2,0,1,2,0.8122301231622688,0.18384676676406966,1,0.753782312977334,-0.03253864048475962
1,0,1,0,-0.5444780367182193,1,2,1,0,0,0,0,0,2,0,1,2,0.6277706561438292,-0.3603211680969572,1,-0.8227538771705014,2.4726037609996725
0,0,1,0,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,0,-1.504314895069307,-0.9428316188939568,1,0.9963913674397623,0.48780019204143216
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,2,0,0,0,0,3,-0.44907379996381874,-0.9847942687467401,1,-1.8768775388940138,0.48780019204143216
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,2,-0.6368568609825906,-0.9872886293113717,1,-1.1524316863703168,0.48780019204143216
0,0,0,0,-1.0738427650786138,1,0,0,0,0,0,2,0,0,0,1,0,-0.5022513039691348,-0.8893904956464093,1,-0.128739822419095,0.48780019204143216
1,0,1,1,-0.7073594915983407,1,0,2,1,1,1,1,1,1,0,1,2,-1.4876969250676457,-0.8802518649051929,1,0.22967912912121716,0.48780019204143216
0,0,1,0,-0.30015585439803716,0,1,0,0,0,0,0,2,0,0,1,0,-1.0223937650211312,-0.6308378824293394,1,0.527234485116948,0.48780019204143216
1,1,1,0,-0.9109613101984924,1,0,1,0,2,2,2,2,0,0,1,3,0.9219087251732329,-0.5950338750325932,1,-1.6782255256582277,0.48780019204143216
0,0,1,0,-0.7888002190384014,1,0,1,0,0,0,0,2,2,0,0,2,0.7839795741594444,-0.4675786723761122,1,-0.558166302094752,0.48780019204143216
0,0,1,0,0.6771328748826912,1,2,1,0,2,2,2,2,2,2,1,0,1.435403998224565,1.3294204855488625,1,1.1705288769145366,0.48780019204143216
0,1,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,3,0.32200000811326246,-0.9745519386406427,1,-0.09239073063552562,3.238079999071537
0,0,0,0,0.18848851024232702,1,0,0,0,0,0,0,2,2,0,1,2,-0.00038860991896550476,0.02793819448095131,1,0.9752581745423382,0.8049756181790642
1,0,0,0,-0.2594354906780068,1,0,1,0,2,2,0,2,0,0,0,2,0.8321716871642622,0.023567544996021917,1,-0.8016206842730773,-0.5502179634224842
0,0,0,0,-0.8295205827584317,1,0,1,0,0,2,0,2,2,1,0,3,1.0216165451832002,-0.5151039670278966,1,-0.7289225007059386,-0.753381369811044
0,1,0,0,-0.9109613101984924,0,1,0,0,0,0,2,0,0,0,1,2,-1.166970104035584,-0.878772907756252,1,1.1003666764950888,-0.07185313005340521
1,0,1,0,-1.1145631287986442,1,2,1,2,0,2,0,0,0,0,1,2,0.6560212051466532,-0.807098671000867,1,0.6261378278768926,-0.14799604587973794
1,0,0,0,-0.5851984004382496,1,2,1,0,0,2,0,0,2,0,1,1,0.8620840331672525,-0.30226658150420604,1,-1.242036424255395,-0.5506226714033379
0,1,0,0,-1.1960038562387048,1,0,1,0,0,0,0,0,0,0,1,2,0.18407085709947407,-0.9034516255549957,1,0.6464256930584198,0.6229148422207332
0,0,0,0,0.880734693482843,1,2,1,2,0,2,0,2,2,1,1,0,1.302460238211275,1.4821062556865279,1,1.4511776785923283,-1.384929619318896
0,0,0,0,-0.9109613101984924,1,2,1,0,0,0,0,0,0,0,1,2,0.3319707901142591,-0.6543908268759041,1,0.9955460397238654,-0.6811699029415758
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,2,0,0,0,1,2,-0.46402997296531395,-0.9849929346324187,1,0.11386923204333327,-0.8501643926609156
1,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,2,0,0,1,2,0.5147684601325326,-0.9436042084493738,1,0.5534396443097539,-1.384929619318896
1,0,1,0,-0.015113308357824713,1,2,1,0,0,2,0,0,0,0,1,2,0.46989994112804756,0.07330023837756863,1,1.3091626223216386,-0.814896982900807
1,0,0,0,0.14776814652229667,1,2,1,0,0,0,0,0,2,0,1,2,0.6643301901474837,0.33915934139015225,1,0.7368757586593948,-0.47783305027550727
1,0,0,0,0.8400143297628127,1,2,1,0,0,0,0,2,0,0,0,0,0.6875953481498096,0.9868542766770356,1,0.29815067410887114,-1.384929619318896
1,0,1,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.491020519067978,-0.9986346587823504,1,0.8797361426459814,-1.384929619318896
1,1,0,0,-0.8295205827584317,1,2,1,0,0,2,0,2,2,0,1,2,1.1528985081963241,-0.47757818862193585,1,-1.3367131284358547,-0.10457666107671906
0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.19404163910047073,-0.9762516356625597,1,-0.28512544986003313,-0.37515285399033876
0,0,0,0,-1.1145631287986442,1,0,1,0,0,0,0,2,0,0,1,1,0.5396954151350245,-0.8354195967037186,1,-0.5767635118444853,-0.13458286708572945
1,0,0,0,-1.0738427650786138,1,0,1,0,2,0,0,2,0,0,1,2,0.6676537841478158,-0.7763054587206815,1,-0.8286711711817801,-0.6556154847219562
0,1,0,0,-0.2594354906780068,1,2,1,0,2,0,0,2,0,0,1,2,0.8105683261621028,-0.0018837623581385975,1,-0.2758268449851665,-1.384929619318896
